ligne;code_trace;code_ligne;type_trace;nom_trace;sens;origine;destination;nom_origine;nom_destination;famille_transport;date_debut;date_fin;code_type_ligne;nom_type_ligne;pmr;code_tri_ligne;nom_version;last_update;last_update_fme;gid
C15E;C15E-2;C15E;NOM;Parilly Universite Hippodrome - Mermoz - Pinel;Retour;33640;20091;Parilly Univ. Hippodrome;Mermoz - Pinel;BUS;20190909;;REG;Régulière;True;C15E;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.782017+02:00;708
N82;N82-2;N82;NOM;Grand Parc les Sablettes - Gare de Vaise;Retour;34587;10487;Grand Parc les Sablettes;Gare de Vaise-G.Collomb;BUS;20220207;;REG;Régulière;False;N 82;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.794283+02:00;802
S3;S3-1;S3B;NOM;College Paul Vallon  - Cimetiere de Givors;Aller;31730;31732;Collège Paul Vallon;Cimetière de Givors;BUS;20230611;;REG;Régulière;False;S  3;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.803905+02:00;847
S3;S3-3;S3B;NOM;College Paul Vallon - La Rama;Aller;31730;34402;Collège Paul Vallon;La Rama;BUS;20230611;;REG;Régulière;False;S  3;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.804512+02:00;848
S3;S3-2;S3B;NOM;Cimetiere de Givors - College Paul Vallon;Retour;31732;31730;Cimetière de Givors;Collège Paul Vallon;BUS;20230611;;REG;Régulière;False;S  3;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.805145+02:00;850
GE1;GE1-1;GE1A;NOM;Gare de Crepieux - Rillieux Victor Hugo;Aller;32720;34225;Gare de Crépieux;Rillieux Victor Hugo;BUS;20290822;;REG;Régulière;False;G E1;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.785188+02:00;795
S3;S3-4;S3B;NOM;La Rama - College Paul Vallon;Retour;34402;31730;La Rama;Collège Paul Vallon;BUS;20230611;;REG;Régulière;False;S  3;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.805997+02:00;849
S4;S4-1;S4A;NOM;Croix-Rousse - Henon - Deleuvre;Aller;11119;10553;Croix-Rousse;Hénon - Deleuvre;BUS;20180101;;REG;Régulière;True;S  4;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.806802+02:00;630
S5;S5-1;S5A;NOM;Caluire Bords de Saône - Vieux Crépieux;Aller;34030;11462;Caluire - Bords de Saône;Vieux Crépieux;BUS;20180101;;REG;Régulière;True;S  5;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.808036+02:00;631
N100;N100-2;N100;NOM;Eurexpo Entree Princ. - Vaulx-en-Velin La Soie;Retour;10419;31760;Eurexpo Entrée Princ.;Vaulx-en-Velin La Soie;BUS;20220101;;EVE;Evènementielle;True;N100;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.797857+02:00;780
PL1;PL1-4;PL1A;NOM;INSA - Einstein - Terreaux La Feuillee;Retour;31028;34306;INSA - Einstein;Terreaux La Feuillée;BUS;20211009;;REG;Régulière;True;P L1;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.798947+02:00;782
PL2;PL2-1;PL2A;NOM;Hôtel de Ville - Grange Blanche;Aller;10568;10524;Hôtel de Ville L. Pradel;Grange Blanche;BUS;20180101;;REG;Régulière;True;P L2;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.799495+02:00;686
ZI8;ZI8-4;ZI8A;NOM;Parc des Lumières - St Priest Jules Ferry;Retour;34444;31140;Parc des Lumieres;St-Priest Jules Ferry;BUS;20180101;;REG;Régulière;True;Z I8;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.831858+02:00;678
S1;S1-3;S1A;NOM;Confluence Rambaud - Gare Saint-Paul;Aller;34284;11327;Confluence Rambaud;Gare Saint-Paul;BUS;20300821;;REG;Régulière;True;S  1;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.802139+02:00;783
S1;S1-4;S1A;NOM;Gare Saint-Paul - Confluence Rambaud;Retour;11327;34284;Gare Saint-Paul;Confluence Rambaud;BUS;20300821;;REG;Régulière;True;S  1;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.802705+02:00;784
S5;S5-2;S5A;NOM;Vieux Crépieux - Caluire Bords de Saône;Retour;11462;34030;Vieux Crépieux;Caluire - Bords de Saône;BUS;20180101;;REG;Régulière;True;S  5;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.808634+02:00;632
S6;S6-2;S6A;NOM;Croix-Rousse - Hotel-de-Ville L. Pradel;Retour;11119;10568;Croix-Rousse;Hôtel de Ville L. Pradel;BUS;20180101;;REG;Régulière;True;S  6;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.809966+02:00;634
S8;S8-5;S8A;NOM;La Buissiere Viralamande - Rillieux Vancia;Aller;10633;34606;La Buissière Viralamande;Rillieux Vancia;BUS;20230106;;REG;Régulière;True;S  8;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.811074+02:00;833
S8;S8-6;S8A;NOM;Rillieux Vancia - La Buissiere Viralamande;Retour;34606;10633;Rillieux Vancia;La Buissière Viralamande;BUS;20230106;;REG;Régulière;True;S  8;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.811655+02:00;834
S4;S4-2;S4A;NOM;Henon - Deleuvre - Croix-Rousse;Retour;10553;11119;Hénon - Deleuvre;Croix-Rousse;BUS;20230719;;REG;Régulière;True;S  4;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.807453+02:00;737
S9;S9-1;S9B;NOR;Hopital Lyon Sud - Moly;Aller;10565;33077;St-Genis-Laval Hôp. Sud;Moly;BUS;20211023;;REG;Régulière;False;S  9;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.812293+02:00;641
S9;S9-2;S9B;NOR;Moly - Hopital Lyon Sud;Retour;33077;10565;Moly;St-Genis-Laval Hôp. Sud;BUS;20211023;;REG;Régulière;False;S  9;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.813613+02:00;643
S6;S6-1;S6A;NOM;Hôtel-de-Ville L. Pradel - Croix-Rousse;Aller;10568;11119;Hôtel de Ville L. Pradel;Croix-Rousse;BUS;20180101;;REG;Régulière;True;S  6;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.809445+02:00;633
S9;S9-4;S9B;EXP;Moly - Hopital Lyon Sud;Retour;33077;10565;Moly;St-Genis-Laval Hôp. Sud;BUS;20211023;;REG;Régulière;False;S  9;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.814177+02:00;642
S11;S11-1;S11A;NOM;Gare de Vaise - Le Château Duchère;Aller;10487;30144;Gare de Vaise-G.Collomb;Le Château Duchère;BUS;20180101;;REG;Régulière;True;S 11;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.815807+02:00;646
S10;S10-2;S10A;NOM;Lycée Jean Perrin - Joannès Carret;Retour;10878;10599;Lycée Jean Perrin;Joannès Carret;BUS;20180101;;REG;Régulière;True;S 10;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.815255+02:00;645
S9;S9-3;S9B;EXP;Hopital Lyon Sud - Moly;Aller;10565;33077;St-Genis-Laval Hôp. Sud;Moly;BUS;20211023;;REG;Régulière;False;S  9;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.812995+02:00;640
T36;T36-1;T36;NOM;Gare Part-Dieu Villette - St-P.de-Chandieu - Rajat;Aller;11063;34339;Gare Part-Dieu Villette;St-P.de-Chandieu - Rajat;BUS;20210109;;REG;Régulière;True;T 36;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.821572+02:00;785
T36;T36-2;T36;NOM;St-P.de-Chandieu - Rajat - Gare Part-Dieu Villette;Retour;34339;11063;St-P.de-Chandieu - Rajat;Gare Part-Dieu Villette;BUS;20210109;;REG;Régulière;True;T 36;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.822158+02:00;786
ZI1;ZI1-3;ZI1A;NOM;Gare de Venissieux - St Priest Gare;Aller;20487;11335;Gare de Vénissieux;St Priest Gare;BUS;20180309;;REG;Régulière;True;Z I1;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.822748+02:00;657
ZI1;ZI1-4;ZI1A;NOM;St Priest Gare - Gare de Venissieux.;Retour;11335;20510;St Priest Gare;Gare de Vénissieux.;BUS;20180309;;REG;Régulière;True;Z I1;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.823328+02:00;658
ZI2;ZI2-1;ZI2A;NOM;Meyzieu Z.i. - Z.I. Nord;Aller;31620;31631;Meyzieu Z.i.;Z.I. Nord;BUS;20180101;;REG;Régulière;True;Z I2;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.823911+02:00;660
S11;S11-2;S11A;NOM;Le Château Duchère - Gare de Vaise;Retour;30144;10487;Le Château Duchère;Gare de Vaise-G.Collomb;BUS;20180101;;REG;Régulière;True;S 11;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.816483+02:00;647
ZI3;ZI3-3;ZI3A;NOM;Z.I. Vaulx-en-Velin Est - Vaulx-en-Velin La Soie;Retour;33644;31760;Z.I. Vaulx-en-Velin Est;Vaulx-en-Velin La Soie;BUS;20180101;;REG;Régulière;True;Z I3;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.827119+02:00;666
S14;S14-1;S14A;NOM;Neuville  - Hôpital -  Neuville;Aller;11014;11014;Neuville;Neuville;BUS;20180101;;REG;Régulière;True;S 14;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.818523+02:00;650
ZI5;ZI5-1;ZI5B;NOM;Vaulx-en-Velin La Soie - Rond-Point d'Italie;Aller;31760;34320;Vaulx-en-Velin La Soie;Rond-Point d'Italie;BUS;20180101;;REG;Régulière;True;Z I5;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.829593+02:00;669
ZI5;ZI5-2;ZI5B;NOM;Rond-Point d'Italie - Vaulx-en-Velin La Soie;Retour;34320;31760;Rond-Point d'Italie;Vaulx-en-Velin La Soie;BUS;20180101;;REG;Régulière;True;Z I5;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.830170+02:00;670
ZI8;ZI8-2;ZI8A;NOM;St Priest Jules Ferry - Parc des Lumières;Aller;31140;34444;St-Priest Jules Ferry;Parc des Lumieres;BUS;20180101;;REG;Régulière;True;Z I8;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.830698+02:00;676
S14;S14-2;S14A;NOM;Neuville  - Torrières -  Neuville;Aller;11014;11014;Neuville;Neuville;BUS;20180101;;REG;Régulière;True;S 14;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.819701+02:00;651
S15;S15-2;S15A;NOM;Les Sources - Ecully Le Trouillat;Retour;10842;10399;Les Sources;Ecully Le Trouillat;BUS;20180101;;REG;Régulière;True;S 15;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.820960+02:00;654
ZI3;ZI3-4;ZI3A;NOM;Z.I. Roosevelt - Vaulx-en-Velin La Soie;Retour;31978;31760;Z.I. Roosevelt;Vaulx-en-Velin La Soie;BUS;20180101;;REG;Régulière;True;Z I3;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.827631+02:00;665
ZI2;ZI2-4;ZI2A;NOM;Z.I. Sud - Meyzieu Z.i.;Retour;31632;31620;Z.I. Sud;Meyzieu Z.i.;BUS;20180101;;REG;Régulière;True;Z I2;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.824969+02:00;662
ZI2;ZI2-3;ZI2A;NOM;Z.I. Nord - Meyzieu Z.i.;Retour;31631;31620;Z.I. Nord;Meyzieu Z.i.;BUS;20180101;;REG;Régulière;True;Z I2;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.825529+02:00;661
ZI3;ZI3-2;ZI3A;NOM;Vaulx-en-Velin La Soie - Z.I. Roosevelt;Aller;31760;31978;Vaulx-en-Velin La Soie;Z.I. Roosevelt;BUS;20180101;;REG;Régulière;True;Z I3;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.826040+02:00;664
